0.623282 500 100
1.00286 0.236041 0.239727
1.00565 0.160642 0.346744
1.00749 0.211483 0.11192
1.01178 0.419209 0.0792992
1.01592 0.184774 0.259564
1.01711 0.0685884 0.118846
1.01808 0.0505776 -0.17523
1.0177 -0.105663 -0.0489622
1.01649 -0.0559614 0.207642
1.01597 -0.0555714 -0.00777897
1.01473 -0.142173 -0.319397
1.01225 -0.246407 -0.309385
1.0092 -0.181221 -0.302863
1.0088 0.0914936 -0.190204
1.01012 0.0409436 0.0758878
1.00898 -0.223172 0.0750683
1.00495 -0.397824 -0.0561574
1.00004 -0.325221 0.0498077
0.996951 -0.214999 0.0140262
0.991901 -0.581798 -0.26866
0.983763 -0.570549 -0.348554
0.979631 -0.103016 -0.360984
0.979299 -0.0432342 -0.470029
0.978419 -0.0238093 -0.368384
0.981412 0.527495 0.0416133
0.989594 0.585553 0.357153
0.992521 -0.119947 0.316488
0.98914 -0.209893 0.0344936
0.989014 0.164856 -0.128179
0.988894 -0.256075 -0.15298
0.98463 -0.245244 -0.406093
0.985376 0.333866 -0.647647
0.991248 0.507832 -0.476638
0.996969 0.354898 -0.233618
0.999811 0.133098 -0.371064
1.001 0.0832574 -0.300509
1.00187 0.0368273 0.0201875
1.00221 0.0460243 0.0350117
1.00242 -0.0691849 -0.0586261
0.999429 -0.277817 0.0783628
0.998745 0.262821 0.138397
1.00322 0.176206 0.0341008
1.00038 -0.518623 -0.177056
0.99744 0.0887677 -0.382103
1.00051 0.161134 -0.477532
1.00047 -0.0665576 -0.397669
1.00163 0.202859 0.0101439
1.00063 -0.35871 0.250803
0.995237 -0.242107 0.0591338
0.99597 0.300012 0.105221
0.998257 0.0289779 0.529383
0.999098 0.186884 0.62673
1.00301 0.335402 0.382247
1.00601 0.0870138 0.0589427
1.00531 -0.190882 -0.201378
1.00186 -0.284175 -0.260329
0.99923 -0.127203 -0.110357
0.998073 -0.064945 -0.0358977
0.998318 0.0941053 -0.226187
0.997237 -0.383538 -0.246781
0.988307 -0.785111 -0.183497
0.983594 0.319597 -0.45969
0.991466 0.678967 -0.632377
0.995634 0.182318 -0.298262
1.00013 0.564434 0.0251503
1.00601 0.064037 0.18165
1.00183 -0.598421 0.236226
1.00003 0.228133 0.128137
1.00394 0.145244 0.0656583
1.00231 -0.268088 0.12432
1.00089 0.162779 0.166136
1.00343 0.125729 0.0577748
1.00263 -0.161427 -0.242199
1.00067 -0.145806 -0.500507
0.998334 -0.255796 -0.481378
0.994709 -0.285051 -0.366462
0.991752 -0.174066 -0.477423
0.991422 0.138482 -0.610155
0.995438 0.402395 -0.49692
0.999358 0.160701 -0.228278
1.00044 0.0943233 0.0303356
1.00182 0.0271745 -0.0288624
0.998195 -0.573249 -0.441398
0.991847 -0.276707 -0.436927
0.992871 0.283165 -0.119454
0.995126 -0.0328113 -0.00460681
0.992428 -0.288001 0.134852
0.989983 -0.0483888 0.202348
0.990969 0.191702 -0.0448702
0.993599 0.161814 -0.107426
0.993282 -0.208246 0.103801
0.989985 -0.220865 0.153175
0.989158 0.0575944 -0.074846
0.990457 0.134631 -0.308435
0.993133 0.302985 -0.139297
0.996751 0.155347 0.0981866
0.995566 -0.277079 0.0120528
0.993432 0.074156 -0.165468
0.997126 0.362385 -0.317329
0.999011 -0.107842 -0.382429
1.0059 0.475692 0.24905
1.01022 0.11225 0.378181
1.00986 -0.012599 0.283044
1.01247 0.405992 0.0452543
1.01723 0.228478 -0.061942
1.01767 -0.0986747 -0.02599
1.01677 0.019278 -0.02018
1.01833 0.192789 0.0972946
1.01959 -0.0917169 0.180945
1.01587 -0.441605 -0.0730194
1.01173 -0.157236 -0.179047
1.00985 -0.239585 -0.0677416
1.00558 -0.307742 -0.198416
1.00518 0.221557 -0.293711
1.00832 0.104385 -0.328794
1.00644 -0.334269 -0.457913
1.00243 -0.22513 -0.309498
1.00017 -0.200942 -0.0295876
0.995853 -0.505714 -0.179169
0.9881 -0.654113 -0.278548
0.981048 -0.429545 -0.0375732
0.977438 -0.188579 0.0459317
0.975481 -0.12666 -0.0865636
0.975107 0.158972 -0.118767
0.980728 0.726175 -0.143612
0.990768 0.688606 -0.201242
0.994083 -0.179119 -0.120377
0.988786 -0.422887 -0.104386
0.986611 0.124589 -0.231089
0.987051 -0.188934 -0.158309
0.981502 -0.498092 -0.117482
0.978445 0.104124 -0.430793
0.983665 0.625889 -0.689084
0.990589 0.30315 -0.71379
0.991237 -0.0408529 -0.834847
0.993129 0.355658 -0.819971
0.998318 0.295533 -0.595671
0.999601 -0.0583638 -0.521257
0.999749 0.0833585 -0.41683
1.00025 -0.00139056 -0.0183166
1.00101 0.185306 0.167607
1.0032 -0.0399576 -0.0248267
0.99853 -0.592419 -0.0947709
0.994512 -0.0449907 -0.0585586
0.995135 -0.0428123 -0.298375
0.993982 0.0652587 -0.547784
0.999239 0.660023 -0.38436
1.00256 -0.165163 -0.0104988
0.997906 -0.224387 0.241163
1 0.563661 0.346191
1.00631 0.335515 0.499122
1.00844 0.0837526 0.585971
1.00862 -0.0817867 0.309161
1.00657 -0.22758 -0.0463983
1.00307 -0.342641 -0.160799
0.998397 -0.302917 -0.280122
0.997165 0.0923356 -0.215937
0.998239 -0.0699439 0.0640503
0.995561 -0.285983 -0.148935
0.992105 -0.331942 -0.477364
0.986109 -0.547462 -0.129971
0.981736 0.0615091 0.173612
0.986205 0.529769 -0.18804
0.992228 0.507148 -0.287352
1.00084 0.808398 -0.00369905
1.0085 0.122346 0.150067
1.0044 -0.668091 0.159274
