0.623282 500 100
1.00524 0.024128 -0.0283859
1.00524 -0.00383699 -0.0216791
1.0055 0.0432151 -0.0201208
1.00598 0.0163976 -0.017219
1.00578 -0.0422757 0.00157016
1.00511 -0.0574126 -0.00655474
1.00451 -0.0316636 -0.0501391
1.00431 -0.00409928 -0.0580279
1.00428 -0.00282318 -0.0184456
1.0043 0.00924105 0.00873232
1.00442 0.00515083 0.0300633
1.00451 0.0153417 0.0603418
1.00489 0.0392728 0.0678103
1.00536 0.034382 0.0600359
1.00579 0.0332426 0.047203
1.00602 -0.00821272 0.0451615
1.00563 -0.0437895 0.0661749
1.00516 -0.0289629 0.0710575
1.0047 -0.0458379 0.0535126
1.00441 0.00877374 0.0273417
1.00488 0.0408044 -0.0263233
1.00494 -0.0359265 -0.0662501
1.00429 -0.0463203 -0.0719019
1.00387 -0.0264442 -0.0712369
1.00349 -0.0288436 -0.0450237
1.00339 0.00678083 -0.011086
1.00336 -0.0258324 -0.00627551
1.00279 -0.0464833 -0.00715305
1.00254 0.019127 0.00518511
1.00291 0.0253196 0.0356703
1.00298 -0.00325099 0.0494489
1.00302 0.0121956 0.01953
1.0031 -0.0168054 0.0132166
1.00255 -0.0646392 0.0593686
1.00228 0.0220541 0.0665881
1.00285 0.030422 0.0306084
1.00251 -0.0825336 0.0162576
1.00144 -0.0494454 0.0331644
1.00134 0.0127605 0.0392029
1.00112 -0.0432555 0.0365099
1.00049 -0.0442001 0.0708277
0.999977 -0.0457747 0.113171
0.999441 -0.0265635 0.0878117
0.999685 0.0506631 0.0346747
1.00036 0.0382953 0.00639296
1.00063 0.0112061 -0.0216168
1.00083 0.0201185 -0.0389279
1.00092 -0.00696688 -0.0283797
1.00072 -0.0138035 -0.0209074
1.00084 0.0514169 0.00488285
1.00188 0.0956414 0.0431126
1.00239 -0.0206901 0.0285986
1.00153 -0.0766673 0.00743629
1.00105 0.0161264 0.0164081
1.00125 -0.00313184 0.0192996
1.00093 -0.0237084 0.0121796
1.00096 0.0228666 -0.00359096
1.00111 -0.0176298 -0.0084352
1.00076 -0.0229618 0.0142569
1.0008 0.0144194 0.0109206
1.00078 -0.0301485 0.00254832
1.00014 -0.0597404 0.012196
0.999645 -0.0110394 -0.00289953
0.999892 0.0388392 -0.000302888
1.00042 0.0320735 0.0458903
1.00052 -0.0212378 0.0632754
1.00013 -0.0283238 0.0221102
1.00016 0.022128 -0.0215651
1.00036 -0.00407572 -0.0418061
1.0001 -0.0165031 -0.0557225
1.00033 0.0628292 -0.0505927
1.00096 0.0134574 -0.0230097
1.00035 -0.0798653 -0.0230016
0.999597 -0.0201592 -0.0425433
